,publ_id,publ_name,publ_name,publ_type,year
4755,27726,On Comparative Evaluation of Effectiveness of Neural Network and Fuzzy Logic Based Adjusters of Speed Controller for Rolling Mill Drive,On Comparative Evaluation of Effectiveness of Neural Network and Fuzzy Logic Based Adjusters of Speed Controller for Rolling Mill Drive,Статья,2019
4756,27728,Сравнительная оценка эффективности нейросетевого настройщика как альтернативы адаптивному управлению двигателем постоянного тока с помощью наблюдателя,Сравнительная оценка эффективности нейросетевого настройщика как альтернативы адаптивному управлению двигателем постоянного тока с помощью наблюдателя,Статья,2018
4757,27767,Математические модели оптимизации применения средств маскировки объектов для противодействия высокоточному оружию,Математические модели оптимизации применения средств маскировки объектов для противодействия высокоточному оружию,Статья,2021
4758,27772,МЕЖОТРАСЛЕВАЯ КООРДИНАЦИЯ ИННОВАЦИОННОГО РАЗВИТИЯ: МЕХАНИЗМЫ И БАРЬЕРЫ,МЕЖОТРАСЛЕВАЯ КООРДИНАЦИЯ ИННОВАЦИОННОГО РАЗВИТИЯ: МЕХАНИЗМЫ И БАРЬЕРЫ,Статья,2021
4759,27775,Analysis of the Efficiency of Automation Control at the National Level,Analysis of the Efficiency of Automation Control at the National Level,Секционный доклад,2021
4760,27794,"Метод быстрого оценивания минимальной средней стоимости изготовления изделия на производствах, оснащенных станками с ЧПУ","Метод быстрого оценивания минимальной средней стоимости изготовления изделия на производствах, оснащенных станками с ЧПУ",Статья,2021
4761,27795,AEROBOT-2020 UAV Challenge: a Report,AEROBOT-2020 UAV Challenge: a Report,Секционный доклад,2021
4762,27797,Отработка конструкции изделия на технологичность с учетом вероятностей качественной работы автоматов,Отработка конструкции изделия на технологичность с учетом вероятностей качественной работы автоматов,Статья,2020
4763,27798,Метод быстрого оценивания технологичности конструкции изделия с учетом вероятностей качественной работы автоматизированных средств производства,Метод быстрого оценивания технологичности конструкции изделия с учетом вероятностей качественной работы автоматизированных средств производства,Статья,2021
4764,27809,ДОМЕННАЯ СТРУКТУРА В ТОНКИХ ПЛЕНКАХ FeNiCo С ПЛОСКОСТНОЙ АНИЗОТРОПИЕЙ,ДОМЕННАЯ СТРУКТУРА В ТОНКИХ ПЛЕНКАХ FeNiCo С ПЛОСКОСТНОЙ АНИЗОТРОПИЕЙ,Статья,2021
4765,27810,Recovery Methods of Unmeasured Variables for Biological Models,Recovery Methods of Unmeasured Variables for Biological Models,Секционный доклад,2021
4766,27814,Условие прибыльности в модели Леонтьева,Условие прибыльности в модели Леонтьева,Статья,2021
4767,27821,Радиочастотные методы инвариантной уровнеметрии диэлектрических жидкостей в резервуарах,Радиочастотные методы инвариантной уровнеметрии диэлектрических жидкостей в резервуарах,Статья,2021
4768,27826,Анизотропийный подход к организации обмена данными для нестационарной сетевой системы,Анизотропийный подход к организации обмена данными для нестационарной сетевой системы,Статья,2021
4769,27852,Построение управления системой сканирования,Построение управления системой сканирования,Секционный доклад,2021
4770,27853,Наблюдатель состояния для четырёхмерной системы с векторным выходом.,Наблюдатель состояния для четырёхмерной системы с векторным выходом.,Статья,2021
4771,27854,The Coordinated Planning Methods in Hierarchical Organizations,The Coordinated Planning Methods in Hierarchical Organizations,Секционный доклад,2021
4772,27860,Методы согласованного планирования в организационно-технических системах с иерархической структурой,Методы согласованного планирования в организационно-технических системах с иерархической структурой,Секционный доклад,2021
4773,27888,Estimation Method of Medical and Biological Signal Features in “Human-Computer” Interface Systems,Estimation Method of Medical and Biological Signal Features in “Human-Computer” Interface Systems,Секционный доклад,2021
4774,5041396,О центральном взрыве гравитирующего вращающегося тела с магнитным полем,О центральном взрыве гравитирующего вращающегося тела с магнитным полем,Статья,1984
4775,27899,Non‐statistical method for validation the time characteristics of digital control systems with a cyclic processing algorithm,Non‐statistical method for validation the time characteristics of digital control systems with a cyclic processing algorithm,Статья,2021
4776,27900,Применение метода Network Calculus для расчета временных характеристик систем управления с циклическим алгоритмом работы,Применение метода Network Calculus для расчета временных характеристик систем управления с циклическим алгоритмом работы,Статья,2021
4777,27908,Performance Measurement and Validation of the Distributed Digital Control Systems,Performance Measurement and Validation of the Distributed Digital Control Systems,Секционный доклад,2021
4778,27910,Digital Twins as a Key Technology for Ensuring Effective Modernization of Complex Industrial Systems,Digital Twins as a Key Technology for Ensuring Effective Modernization of Complex Industrial Systems,Секционный доклад,2021
4779,27911,Full version for algorithmic analysis of finite-source multi-server heterogeneous queues.,Full version for algorithmic analysis of finite-source multi-server heterogeneous queues.,Секционный доклад,2021
4780,27914,Comparison of Two Algorithms for Solving the Problem Aircraft Arrival Sequencing and Scheduling,Comparison of Two Algorithms for Solving the Problem Aircraft Arrival Sequencing and Scheduling,Секционный доклад,2021
4781,27923,Natural Gas Quality Analysis by Recurrent Neural Networks,Natural Gas Quality Analysis by Recurrent Neural Networks,Секционный доклад,2021
4782,27924,Static output feedback stabilization: Cascade delayed control design for chains of integrators,Static output feedback stabilization: Cascade delayed control design for chains of integrators,Секционный доклад,2021
4783,27925,Computer research of a nonlinear model of population dynamics taking into account trophic chains,Computer research of a nonlinear model of population dynamics taking into account trophic chains,Секционный доклад,2021
4784,27927,Качественное исследование математической модели поперечных колебаний железнодорожной тележки с учетом неровностей пути,Качественное исследование математической модели поперечных колебаний железнодорожной тележки с учетом неровностей пути,Статья,2021
4785,27928,Моделирование изменения энергетического распределения частиц при адиабатическом сжатии плазмы,Моделирование изменения энергетического распределения частиц при адиабатическом сжатии плазмы,Статья,2021
4786,27929,Об экспоненциальной стабилизации непрерывной системы с запаздыванием с гарантированной оценкой качества управления,Об экспоненциальной стабилизации непрерывной системы с запаздыванием с гарантированной оценкой качества управления,Пленарный доклад,2021
4787,27933,Применение цифрового двойника в жизненном цикле АСУ ТП АЭС,Применение цифрового двойника в жизненном цикле АСУ ТП АЭС,Секционный доклад,2021
4788,27938,Стресс-тестирование нефинансовых организаций: подход к обратной задаче на основе аналитического решения,Стресс-тестирование нефинансовых организаций: подход к обратной задаче на основе аналитического решения,Статья,2021
4789,27940,Построение математических моделей поперечных колебаний железнодорожной тележки с учетом неровностей пути и нестационарности процесса,Построение математических моделей поперечных колебаний железнодорожной тележки с учетом неровностей пути и нестационарности процесса,Секционный доклад,2021
4790,27941,Подход к двухуровневой частичной стабилизации многосвязных непрерывно-дискретных систем,Подход к двухуровневой частичной стабилизации многосвязных непрерывно-дискретных систем,Секционный доклад,2021
4791,27948,Stress Testing of Backbone Enterprises in Russia: a Case of Retail Trade,Stress Testing of Backbone Enterprises in Russia: a Case of Retail Trade,Секционный доклад,2021
4792,27959,ЧИСЛЕННОЕ ИНТЕГРИРОВАНИЕ УРАВНЕНИЙ КАЧЕНИЯ С ИСПОЛЬЗОВАНИЕМ ПОДХОДОВ ТЕОРИИ УПРАВЛЕНИЯ,ЧИСЛЕННОЕ ИНТЕГРИРОВАНИЕ УРАВНЕНИЙ КАЧЕНИЯ С ИСПОЛЬЗОВАНИЕМ ПОДХОДОВ ТЕОРИИ УПРАВЛЕНИЯ,Статья,2021
4793,27960,Numerical Integration of Rolling Equations with the Use of Control Theory,Numerical Integration of Rolling Equations with the Use of Control Theory,Статья,2021
4794,27984,Formation of a Digital Footprint Based on the Characteristics of Computer Hardware to Identity APCS Users,Formation of a Digital Footprint Based on the Characteristics of Computer Hardware to Identity APCS Users,Секционный доклад,2021
4795,27985,Analysis of textual content as a mechanism for ensuring safety of the socio-cyberphysical system,Analysis of textual content as a mechanism for ensuring safety of the socio-cyberphysical system,Секционный доклад,2021
4796,27987,Сравнение двух алгоритмов решения задачи оптимизации последовательности и времен посадок воздушных судов,Сравнение двух алгоритмов решения задачи оптимизации последовательности и времен посадок воздушных судов,Секционный доклад,2021
4797,5008732,К теории управляемости линейных систем,К теории управляемости линейных систем,Статья,1991
4798,28007,Study of Spin-Tunnel Junction Magnetization Using Coherent Rotation of the Free Layer Magnetization Model,Study of Spin-Tunnel Junction Magnetization Using Coherent Rotation of the Free Layer Magnetization Model,Статья,2021
4799,28011,Алгоритм оценки результатов статистического анализа данных биомедицинской природы в условиях эффекта множественных сравнений,Алгоритм оценки результатов статистического анализа данных биомедицинской природы в условиях эффекта множественных сравнений,Статья,2021
4800,28012,Методы обработки гиперкуба информации в приложениях с использованием облачных вычислений.,Методы обработки гиперкуба информации в приложениях с использованием облачных вычислений.,Секционный доклад,2021
4801,28013,"Догоняющее развитие регионов и ""жесткость"" управления","Догоняющее развитие регионов и ""жесткость"" управления",Секционный доклад,2021
4802,28031,Some aspects of critical information infrastructure risk management,Some aspects of critical information infrastructure risk management,Секционный доклад,2021
4803,28032,Data Mining and Risk Potential Assessment,Data Mining and Risk Potential Assessment,Секционный доклад,2021
4804,28033,Аспекты оценки рискового потенциала технологических процессов АЭС,Аспекты оценки рискового потенциала технологических процессов АЭС,Секционный доклад,2021
4805,28034,К вопросу управления рисками критической информационной инфраструктуры,К вопросу управления рисками критической информационной инфраструктуры,Секционный доклад,2021
4806,28040,Измерение результативности и стимулы к повышению эффективности прикладных научных исследований,Измерение результативности и стимулы к повышению эффективности прикладных научных исследований,Статья,2021
4807,28049,Smart Control Mechanisms in Digital Technologies of Decision-making,Smart Control Mechanisms in Digital Technologies of Decision-making,Статья,2021
4808,28050,Mechanisms of Information Support for the Digital Transformation of Space Complexes Based on the Concept of Socio-cyber-physical Self-organization,Mechanisms of Information Support for the Digital Transformation of Space Complexes Based on the Concept of Socio-cyber-physical Self-organization,Секционный доклад,2022
4809,28052,Учет дискретности увеличения объемов в задачах календарного планирования,Учет дискретности увеличения объемов в задачах календарного планирования,Статья,2021
4810,28064,"Competitiveness of an IT provider: from Benchmarking and ""Best Practices"" to Models and Management Mechanisms","Competitiveness of an IT provider: from Benchmarking and ""Best Practices"" to Models and Management Mechanisms",Секционный доклад,2021
4811,28065,Исследование эффективности метода сетевого программирования на примере решения задачи планирования реализации инвестиционных проектов,Исследование эффективности метода сетевого программирования на примере решения задачи планирования реализации инвестиционных проектов,Статья,2021
4812,28067,Network Programming Theory Application to Project Portfolio Formation,Network Programming Theory Application to Project Portfolio Formation,Статья,2021
4813,28095,ТЕХНОЛОГИЯ РАСПРЕДЕЛЕННОЙ РАЗРАБОТКИ ПО ДЛЯ АСУ ТП АЭС С ИСПОЛЬЗОВАНИЕМ ВИРТУАЛИЗАЦИИ И ЦИФРОВЫХ ДВОЙНИКОВ,ТЕХНОЛОГИЯ РАСПРЕДЕЛЕННОЙ РАЗРАБОТКИ ПО ДЛЯ АСУ ТП АЭС С ИСПОЛЬЗОВАНИЕМ ВИРТУАЛИЗАЦИИ И ЦИФРОВЫХ ДВОЙНИКОВ,Пленарный доклад,2021
4814,28101,Концепция построения структуры моделирующего комплекса для управления функционированием и развитием водородной энергетики,Концепция построения структуры моделирующего комплекса для управления функционированием и развитием водородной энергетики,Пленарный доклад,2021
4815,28102,Математическая модель и метод для контроля отклонений основных экономических показателей государства под влиянием развития водородной энергетики,Математическая модель и метод для контроля отклонений основных экономических показателей государства под влиянием развития водородной энергетики,Секционный доклад,2021
4816,28103,Построение структур систем управления сетями обеспечения транспорта водородным топливом,Построение структур систем управления сетями обеспечения транспорта водородным топливом,Секционный доклад,2021
4817,28104,КООРДИНАЦИЯ ФУНКЦИОНАЛЬНОЙ СТРУКТУРЫ СИСТЕМЫ ПОДДЕРЖКИ ПРИНЯТИЯ РЕШЕНИЙ И УПРАВЛЕНИЯ ПО КРИТЕРИЮ МИНИМУМА ПОТЕРЬ ОТ ВРЕДНЫХ ВОЗДЕЙСТВИЙ ЗАГРЯЗНИТЕЛЕЙ АТМОСФЕРЫ ПРОМЫШЛЕННОСТИ И АВТОТРАНСПОРТА,КООРДИНАЦИЯ ФУНКЦИОНАЛЬНОЙ СТРУКТУРЫ СИСТЕМЫ ПОДДЕРЖКИ ПРИНЯТИЯ РЕШЕНИЙ И УПРАВЛЕНИЯ ПО КРИТЕРИЮ МИНИМУМА ПОТЕРЬ ОТ ВРЕДНЫХ ВОЗДЕЙСТВИЙ ЗАГРЯЗНИТЕЛЕЙ АТМОСФЕРЫ ПРОМЫШЛЕННОСТИ И АВТОТРАНСПОРТА,Секционный доклад,2021
4818,28105,Сети обеспечения транспорта водородным топливом: модели структур и алгоритмы совершенствования,Сети обеспечения транспорта водородным топливом: модели структур и алгоритмы совершенствования,Секционный доклад,2021
4819,28106,Large-scale Organizational and Technical Systems Sustainable Development Concept,Large-scale Organizational and Technical Systems Sustainable Development Concept,Секционный доклад,2021
4820,28118,Управление риском кибербезопасности на этапе проектирования для промышленных систем,Управление риском кибербезопасности на этапе проектирования для промышленных систем,Пленарный доклад,2021
4821,28120,Magnetostrictive Properties of Periodic Nanostructures Based on CoFe/FeNiCo,Magnetostrictive Properties of Periodic Nanostructures Based on CoFe/FeNiCo,Статья,2021
4822,28121,Domain Structure in Thin FeNiCo Films with In-Plane Anisotropy,Domain Structure in Thin FeNiCo Films with In-Plane Anisotropy,Статья,2021
4823,5074396,Об узкой решетчатой упаковке единичных шаров в~пространстве $E^n$,Об узкой решетчатой упаковке единичных шаров в~пространстве $E^n$,Статья,1980
4824,28131,Solution of the Generalized Dual Problem in the Network Programming Method,Solution of the Generalized Dual Problem in the Network Programming Method,Секционный доклад,2021
4825,28155,Об одном подходе к управлению рисками критической инфраструктуры,Об одном подходе к управлению рисками критической инфраструктуры,Секционный доклад,2021
4826,28156,Remagnetization of a Fractal Magnetic Structure,Remagnetization of a Fractal Magnetic Structure,Статья,2020
4827,5008902,Асимптотики среднего числа недоминируемых вариантов для бинарных отношений,Асимптотики среднего числа недоминируемых вариантов для бинарных отношений,Статья,1991
4828,28168,"Прогнозирование целевых показателей в нестационарных процессах, движимое когнитивным моделированием ситуаций","Прогнозирование целевых показателей в нестационарных процессах, движимое когнитивным моделированием ситуаций",Пленарный доклад,2021
4829,28170,Систематизация психологических факторов влияния на изменение убеждений и аттитюдов в результате коммуникативных воздействий в виде модели причинно-следственных влияний,Систематизация психологических факторов влияния на изменение убеждений и аттитюдов в результате коммуникативных воздействий в виде модели причинно-следственных влияний,Секционный доклад,2021
4830,5008909,Двухэтапное решение частной задачи синтеза оптимального терминального управления,Двухэтапное решение частной задачи синтеза оптимального терминального управления,Статья,1991
4831,5008911,Периодические движения и критерии абсолютной устойчивости нелинейных нестационарных систем,Периодические движения и критерии абсолютной устойчивости нелинейных нестационарных систем,Статья,1991
4832,28205,Теоретическое исследование магнитосопротивления наноструктуры элемента стрейнтроники,Теоретическое исследование магнитосопротивления наноструктуры элемента стрейнтроники,Секционный доклад,2021
4833,28206,Влияние доменной магнитной структуры на зависимость гигантского магнитосопротивления от внешнего магнитного поля в спин-туннельном элементе,Влияние доменной магнитной структуры на зависимость гигантского магнитосопротивления от внешнего магнитного поля в спин-туннельном элементе,Секционный доклад,2021
4834,28259,Задача стресс-тестирования при управлении системообразующими предприятиями России,Задача стресс-тестирования при управлении системообразующими предприятиями России,Секционный доклад,2021
4835,28298,Разработка теоретических основ формирования компетентностной модели обучающихся по программам магистратуры на основе математического аппарата морфологического анализа,Разработка теоретических основ формирования компетентностной модели обучающихся по программам магистратуры на основе математического аппарата морфологического анализа,Статья,2021
4836,28323,Динамическое прогнозирование параметров экономической системы на основе принципа допустимых интервалов,Динамическое прогнозирование параметров экономической системы на основе принципа допустимых интервалов,Секционный доклад,2021
4837,28328,"Проблемы целеполагания личности в цифровых средах, ориентированных на образование","Проблемы целеполагания личности в цифровых средах, ориентированных на образование",Глава в книге,2021
4838,28330,Естественный и искусственный интеллект в образовании и бизнесе,Естественный и искусственный интеллект в образовании и бизнесе,Глава в книге,2021
4839,28332,"Двадцатая международная конференция по технологиям, культуре и международной стабильности Международной федерации по автоматическому управлению (TECIS’2021)","Двадцатая международная конференция по технологиям, культуре и международной стабильности Международной федерации по автоматическому управлению (TECIS’2021)",Статья,2021
4840,28333,Business Intelligence and Modelling Unifed Approach with Simulation and Strategic Modelling in Entrepreneurship,Business Intelligence and Modelling Unifed Approach with Simulation and Strategic Modelling in Entrepreneurship,Книга,2021
4841,28334,The Role of Cultural Intelligence in the Localization of Computer Games,The Role of Cultural Intelligence in the Localization of Computer Games,Глава в книге,2021
4842,28336,The Meaning of Context as an Important Element of Business Process Management,The Meaning of Context as an Important Element of Business Process Management,Глава в книге,2021
4843,28338,Psychological Aspects of Context-Related Communication in Business: Cases from Russia,Psychological Aspects of Context-Related Communication in Business: Cases from Russia,Глава в книге,2021
4844,28339,Features of Contextual Learning and Business Games in Teaching “Intercultural Communication”,Features of Contextual Learning and Business Games in Teaching “Intercultural Communication”,Глава в книге,2021
4845,28340,ПОВЫШЕНИЕ ЭФФЕКТИВНОСТИ УПРАВЛЕНИЯ ПРОЦЕССОМ ОБУЧЕНИЯ С УЧЕТОМ СПЕЦИФИКИ МУЛЬТИКУЛЬТУРНОЙ СРЕДЫ,ПОВЫШЕНИЕ ЭФФЕКТИВНОСТИ УПРАВЛЕНИЯ ПРОЦЕССОМ ОБУЧЕНИЯ С УЧЕТОМ СПЕЦИФИКИ МУЛЬТИКУЛЬТУРНОЙ СРЕДЫ,Секционный доклад,2021
4846,28341,Перспективы использования свойств субъективных временных шкал для оценки нагрузочной переносимости,Перспективы использования свойств субъективных временных шкал для оценки нагрузочной переносимости,Статья,2021
4847,28348,Управление диверсификацией производства на предприятиях оборонно-промышленного комплекса,Управление диверсификацией производства на предприятиях оборонно-промышленного комплекса,Книга,2021
4848,28356,"Четырнадцатая международная конференция ""Управление развитием крупномасштабных систем"" MLSD'2021","Четырнадцатая международная конференция ""Управление развитием крупномасштабных систем"" MLSD'2021",Статья,2021
4849,28364,"Тринадцатая международная конференция ""Управление развитием крупномасштабных систем"" MLSD'2020","Тринадцатая международная конференция ""Управление развитием крупномасштабных систем"" MLSD'2020",Статья,2021
4850,28365,Системные эффекты и риски внедрения альтернативных видов топлива в авиации,Системные эффекты и риски внедрения альтернативных видов топлива в авиации,Статья,2021
4851,28366,Approach to Building a Model Complex for Managing the Development of Hydrogen Energy,Approach to Building a Model Complex for Managing the Development of Hydrogen Energy,Пленарный доклад,2021
4852,28368,An approach to finding sources of pollution to maintain stable air quality,An approach to finding sources of pollution to maintain stable air quality,Статья,2021
4853,28376,Деловые и межкультурные коммуникации,Деловые и межкультурные коммуникации,Книга,2021
4854,28378,АВТОМАТИЗАЦИЯ ПРОМЫШЛЕННОСТИ СТРАНЫ,АВТОМАТИЗАЦИЯ ПРОМЫШЛЕННОСТИ СТРАНЫ,Секционный доклад,2021
4855,5041894,Изучение оптической стойкости диэлектриков с помощью сверхпороговых лазерных импульсов,Изучение оптической стойкости диэлектриков с помощью сверхпороговых лазерных импульсов,Статья,1985
4856,28402,Теория и практика кросс-культурной дидактики,Теория и практика кросс-культурной дидактики,Книга,2021
4857,28403,Педагогика высшей школы в современном мире,Педагогика высшей школы в современном мире,Книга,2021
4858,5009147,Об обобщенных решениях интегральных уравнений в~задаче идентификации нелинейных динамических моделей,Об обобщенных решениях интегральных уравнений в~задаче идентификации нелинейных динамических моделей,Статья,2009
4859,28432,Обработка гиперкуба информации и радиофотонных изображений в геоинформационных системах с использованием облачных вычислений,Обработка гиперкуба информации и радиофотонных изображений в геоинформационных системах с использованием облачных вычислений,Статья,2021
4860,28434,Межкультурная коммуникация: семиотический подход,Межкультурная коммуникация: семиотический подход,Книга,2021
4861,28455,Межкультурные коммуникации: бытовая культура и этикет народов мира,Межкультурные коммуникации: бытовая культура и этикет народов мира,Книга,2021
4862,28458,Web user identification based on browser fingerprints using machine learning methods,Web user identification based on browser fingerprints using machine learning methods,Статья,2021
4863,28460,The Application of the Hybrid Digital Twin for Time Characteristic Assessment of the Control System,The Application of the Hybrid Digital Twin for Time Characteristic Assessment of the Control System,Статья,2021
4864,28461,The Approaches for the Estimation of Control System Parameters in “Network Calculus”,The Approaches for the Estimation of Control System Parameters in “Network Calculus”,Статья,2021
4865,28462,"20TH IFAC CONFERENCE ON TECHNOLOGY, CULTU RE AND INTERNATIONAL ST ABILITY (TECIS’2021)","20TH IFAC CONFERENCE ON TECHNOLOGY, CULTU RE AND INTERNATIONAL ST ABILITY (TECIS’2021)",Статья,2021
4866,28464,State Observer for a Four-Dimensional System with Vector Output,State Observer for a Four-Dimensional System with Vector Output,Статья,2021
4867,28488,Employment and Stability due to Innovations: a Look at Russia,Employment and Stability due to Innovations: a Look at Russia,Статья,2021
4868,28489,Structural Analysis of Large-Scale Socio-Technical Systems Based on the Concept of Influence,Structural Analysis of Large-Scale Socio-Technical Systems Based on the Concept of Influence,Статья,2021
4869,28490,Algorithms to Develop H2 Filling Station Nets,Algorithms to Develop H2 Filling Station Nets,Секционный доклад,2021
4870,28494,Целеполагание технологического развития российского авиастроения в области противодействия изменениям климата,Целеполагание технологического развития российского авиастроения в области противодействия изменениям климата,Статья,2021
4871,28495,Sensor Network Adjusting Based on Anisotropic Criterion,Sensor Network Adjusting Based on Anisotropic Criterion,Секционный доклад,2021
4872,28499,Анализ развития транспортных систем Hyperloop,Анализ развития транспортных систем Hyperloop,Секционный доклад,2021
4873,28505,Structure of Hyperloop Systems with Side Branches,Structure of Hyperloop Systems with Side Branches,Секционный доклад,2021
4874,28512,A Probabilistic Approach to Estimating Allowed SNR Values for Automotive LiDARs in “Smart Cities” under Various External Influences,A Probabilistic Approach to Estimating Allowed SNR Values for Automotive LiDARs in “Smart Cities” under Various External Influences,Статья,2022
4875,28542,Neuro-Computer Interface Control of Cyber-Physical Systems,Neuro-Computer Interface Control of Cyber-Physical Systems,Секционный доклад,2022
4876,28543,Problems of Using Compromise Indicators for Proactive Threat Detection in Robotic Systems,Problems of Using Compromise Indicators for Proactive Threat Detection in Robotic Systems,Секционный доклад,2021
4877,28544,Algorithm for building a cyberphysical system operator profile for adaptive authentication,Algorithm for building a cyberphysical system operator profile for adaptive authentication,Статья,2021
4878,28550,Second Order Krotov Method for Discrete-Continuous Systems,Second Order Krotov Method for Discrete-Continuous Systems,Статья,2020
4879,28551,Discrete-Continuous Systems with Intermediate Criteria on Non-Fixed Time Interval,Discrete-Continuous Systems with Intermediate Criteria on Non-Fixed Time Interval,Секционный доклад,2021
4880,28552,Дискретно-непрерывные системы с промежуточными критериями на нефиксированных отрезках времени,Дискретно-непрерывные системы с промежуточными критериями на нефиксированных отрезках времени,Тезисы доклада,2020
4881,28556,Second order Krotov method for discrete-continuous systems,Second order Krotov method for discrete-continuous systems,Статья,2020
4882,1044364,Features and possibilities of remodeling nonlinear systems based on Takagi-Sugeno fuzzy models,Features and possibilities of remodeling nonlinear systems based on Takagi-Sugeno fuzzy models,Доклад,2020
4883,28576,Двухэтапный подход к распознаванию коррозии металлических конструкций с использованием сверточных нейронных сетей в ходе проведения инспекций промышленных объектов,Двухэтапный подход к распознаванию коррозии металлических конструкций с использованием сверточных нейронных сетей в ходе проведения инспекций промышленных объектов,Статья,2021
4884,28579,Anisotropy-Based Approach to Communication Tuning for a Time-Varying Sensor Network System,Anisotropy-Based Approach to Communication Tuning for a Time-Varying Sensor Network System,Статья,2021
4885,28582,Hyperstable MRAC System of DC Drive with Reference Model Hedging and Load Torque Compensation,Hyperstable MRAC System of DC Drive with Reference Model Hedging and Load Torque Compensation,Секционный доклад,2021
4886,28583,Comparison of Finite-difference and Data-based Models of Temperature Transfer Process in Heating Furnaces for Cast Billet Temperature Prediction,Comparison of Finite-difference and Data-based Models of Temperature Transfer Process in Heating Furnaces for Cast Billet Temperature Prediction,Секционный доклад,2021
4887,28584,Детектирование деструктивного мультимедиа контента в социо-киберфизической системе мониторинга сети Интернет,Детектирование деструктивного мультимедиа контента в социо-киберфизической системе мониторинга сети Интернет,Секционный доклад,2021
4888,28585,Алгоритмы обработки информации и управления автономным мультикоптером в задаче мониторинга протяженных объектов,Алгоритмы обработки информации и управления автономным мультикоптером в задаче мониторинга протяженных объектов,Секционный доклад,2021
4889,28589,Процедура идентификации кусочно-постоянных параметров с улучшенной сходимостью,Процедура идентификации кусочно-постоянных параметров с улучшенной сходимостью,Статья,2022
4890,28591,"Сравнение модели конечных разностей и машинного обучения для задачи прогнозирования температуры заготовки, нагреваемой в проходной печи","Сравнение модели конечных разностей и машинного обучения для задачи прогнозирования температуры заготовки, нагреваемой в проходной печи",Статья,2022
4891,28611,Опыт участия в соревновании АЭРОБОТ-2020,Опыт участия в соревновании АЭРОБОТ-2020,Секционный доклад,2021
4892,28632,"Информационные технологии в производстве и бизнесе. Становление, понятия, классификация и обеспечение","Информационные технологии в производстве и бизнесе. Становление, понятия, классификация и обеспечение",Книга,2021
4893,28633,"Информационные технологии в производстве и бизнесе. Прикладные задачи, процессы и управление технологиями","Информационные технологии в производстве и бизнесе. Прикладные задачи, процессы и управление технологиями",Книга,2021
4894,28634,Алгоритмы корректной визуализации двухмерных и трёхмерных ортогональных многогранников,Алгоритмы корректной визуализации двухмерных и трёхмерных ортогональных многогранников,Статья,2019
4895,28636,Packing Compaction Algorithm for Rectangular Cutting and Orthogonal Packing Problems,Packing Compaction Algorithm for Rectangular Cutting and Orthogonal Packing Problems,Глава в книге,2019
4896,28638,Packing Compaction Algorithm for Problems of Resource Placement Optimization,Packing Compaction Algorithm for Problems of Resource Placement Optimization,Глава в книге,2019
4897,28640,Multimethod genetic algorithm for the three-dimensional orthogonal packing problem,Multimethod genetic algorithm for the three-dimensional orthogonal packing problem,Статья,2019
4898,28641,Алгоритмы построения ортогональных многогранников различной размерности,Алгоритмы построения ортогональных многогранников различной размерности,Секционный доклад,2019
